Name,state,summit_elev,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,AdultWeekend,projectedDaysOpen,NightSkiing_ac,cluster
Marquette Mountain,Michigan,1357,6.398594934535208,0,0.0,0,0,0,1,2,1,4,3.58351893845611,1.3862943611198906,0.5306282510621704,5.135798437050262,4.969813299576001,139.0,4.110873864173311,5.351858133476067,57.91695652173913,49.0,135.0,4.499809670330265,0
Mont Ripley,Michigan,1140,6.089044875446846,0,0.0,0,0,0,0,2,2,4,3.258096538021482,1.0986122886681098,0.5877866649021191,4.727387818712341,4.727387818712341,114.0,4.430816798843313,5.62040086571715,49.0,49.0,100.0,4.61512051684126,0
Mount Bohemia,Michigan,1500,6.803505257608338,0,0.0,0,0,0,1,1,0,2,3.258096538021482,0.0,1.1939224684724346,6.373319789577012,0.0,83.0,2.995732273553991,5.6131281063880705,68.0,68.0,100.0,0.0,0
Mt. Brighton,Michigan,1330,5.442417710521793,0,0.0,0,0,2,3,0,8,13,3.258096538021482,1.791759469228055,0.09531017980432493,4.875197323201151,4.875197323201151,111.0,4.0943445622221,4.110873864173311,52.0,59.0,100.0,4.875197323201151,0
Mt. Holiday Ski Area,Michigan,440,5.303304908059076,0,0.0,0,0,0,0,2,2,4,2.5649493574615367,0.0,0.09531017980432493,3.828641396489095,3.828641396489095,100.0,4.2626798770413155,4.795790545596741,22.0,34.0,90.0,3.828641396489095,0
Mount Holly,Michigan,1105,5.860786223465865,0,0.0,0,1,2,3,1,6,13,2.995732273553991,0.0,0.09531017980432493,4.61512051684126,4.61512051684126,115.10394265232976,4.1588830833596715,3.7612001156935624,37.0,45.0,102.0,4.61512051684126,0
Mulligan's Hollow Ski Bowl,Michigan,700,4.875197323201151,0,0.0,0,0,0,0,0,5,5,1.9459101490553132,0.0,0.1823215567939546,2.3978952727983707,2.3978952727983707,115.10394265232976,2.995732273553991,4.110873864173311,15.0,20.0,120.0530035335689,2.3978952727983707,0
Norway Mountain,Michigan,1335,6.2166061010848646,0,0.0,0,0,0,1,2,3,6,2.8903717578961645,0.6931471805599453,0.8754687373538999,5.231108616854587,5.231108616854587,110.0,3.828641396489095,4.61512051684126,57.91695652173913,45.0,110.0,3.713572066704308,0
Nubs Nob Ski Area,Michigan,1338,6.059123195581797,0,0.0,0,0,3,4,2,1,10,3.9889840465642745,1.3862943611198906,0.6418538861723947,5.517452896464707,5.517452896464707,133.0,4.127134385045092,4.912654885736052,65.0,85.0,130.0,5.081404364984463,0
Pine Knob Ski Resort,Michigan,1308,5.707110264748875,0,0.0,0,0,0,0,0,6,6,2.70805020110221,1.3862943611198906,0.6931471805599453,4.394449154672439,4.394449154672439,115.10394265232976,4.07753744390572,4.912654885736052,49.0,57.0,120.0530035335689,0.0,0
Pine Mountain,Michigan,1650,6.2166061010848646,0,0.0,0,0,0,1,2,1,4,3.367295829986474,0.6931471805599453,0.4054651081081644,5.081404364984463,5.081404364984463,110.0,4.394449154672439,4.110873864173311,57.91695652173913,45.0,126.0,4.394449154672439,0
Schuss Mountain at Shanty Creek,Michigan,1125,6.111467339502679,0,0.0,0,0,5,0,0,3,8,3.7612001156935624,1.3862943611198906,0.6931471805599453,4.2626798770413155,4.2626798770413155,94.0,4.060443010546419,5.081404364984463,58.0,78.0,111.0,4.2626798770413155,0
Ski Brule,Michigan,1860,6.2166061010848646,0,0.0,0,0,0,0,5,7,12,2.8903717578961645,1.3862943611198906,0.6931471805599453,5.017279836814924,5.017279836814924,164.0,4.143134726391533,5.017279836814924,49.0,49.0,165.0,3.713572066704308,0
Snow Snake Mountain Ski Area,Michigan,1230,5.351858133476067,0,0.0,0,0,0,1,0,5,6,2.5649493574615367,1.0986122886681098,0.0,3.713572066704308,3.713572066704308,115.10394265232976,4.290459441148391,5.017279836814924,30.0,35.0,120.0530035335689,3.713572066704308,0
Swiss Valley,Michigan,1200,5.420534999272286,0,0.0,0,0,2,1,0,4,7,2.4849066497880004,1.0986122886681098,0.09531017980432493,4.110873864173311,4.110873864173311,89.0,3.9512437185814275,4.110873864173311,32.0,42.0,80.0,4.110873864173311,0
The Homestead,Michigan,900,5.771441123130016,0,0.0,0,0,0,2,1,2,5,2.772588722239781,0.6931471805599453,0.1823215567939546,2.833213344056216,2.833213344056216,47.0,3.5553480614894135,5.017279836814924,50.0,50.0,42.0,2.833213344056216,0
Timber Ridge,Michigan,850,5.5254529391317835,0,0.0,0,0,1,1,2,4,8,2.833213344056216,1.0986122886681098,0.26236426446749106,3.9318256327243257,3.9318256327243257,80.0,4.07753744390572,5.017279836814924,35.0,45.0,120.0530035335689,3.9318256327243257,0
Treetops Resort,Michigan,1345,5.420534999272286,0,0.0,0,0,0,3,0,2,5,3.1780538303479458,1.3862943611198906,0.1823215567939546,4.394449154672439,4.394449154672439,63.0,4.189654742026425,5.170483995038151,57.91695652173913,45.0,101.0,4.394449154672439,0
Afton Alps,Minnesota,1530,5.860786223465865,0,0.0,0,0,1,3,14,4,22,3.8918202981106265,1.791759469228055,0.4054651081081644,5.5254529391317835,5.5254529391317835,135.0,4.04305126783455,4.110873864173311,55.0,60.0,135.0,5.5254529391317835,0
Andes Tower Hills Ski Area,Minnesota,1620,5.673323267171493,0,0.0,0,0,1,2,0,3,6,2.772588722239781,1.0986122886681098,0.1823215567939546,3.58351893845611,3.58351893845611,100.0,3.6635616461296463,4.02535169073515,45.0,45.0,110.0,3.58351893845611,0
Buck Hill,Minnesota,1225,5.736572297479192,0,0.0,0,0,2,1,0,5,8,2.833213344056216,0.0,0.1823215567939546,3.828641396489095,3.828641396489095,115.0,4.189654742026425,4.110873864173311,34.0,47.0,112.0,3.828641396489095,0
Buena Vista Ski Area,Minnesota,1510,5.442417710521793,0,0.0,0,0,0,2,2,2,6,2.8903717578961645,0.0,0.26236426446749106,3.4339872044851463,3.4339872044851463,57.0,4.2626798770413155,4.3694478524670215,44.0,44.0,60.0,3.4339872044851463,0
Coffee Mill Ski & Snowboard Resort,Minnesota,1150,6.054439346269371,0,0.0,0,0,0,0,2,1,3,2.70805020110221,0.6931471805599453,0.6931471805599453,3.713572066704308,3.58351893845611,57.0,3.6888794541139363,3.8918202981106265,23.0,37.0,56.0,3.58351893845611,0
Elm Creek Winter Recreation Area,Minnesota,928,4.110873864173311,0,0.0,0,0,0,0,0,3,3,1.3862943611198906,0.0,0.6931471805599453,2.772588722239781,3.044522437723423,105.0,2.6390573296152584,3.828641396489095,17.0,17.0,102.0,2.772588722239781,0
Giants Ridge Resort,Minnesota,1972,6.2166061010848646,0,0.0,0,1,1,1,2,2,7,3.58351893845611,1.0986122886681098,0.5877866649021191,5.313205979041787,5.313205979041787,120.0,3.58351893845611,4.454347296253507,49.0,58.0,125.0,4.804021044733257,0
Hyland Ski & Snowboard Area,Minnesota,1075,5.170483995038151,0,0.0,0,0,2,1,0,5,8,2.70805020110221,0.6931471805599453,0.6931471805599453,3.58351893845611,3.58351893845611,110.0,4.127134385045092,4.02535169073515,35.34,35.34,115.0,3.58351893845611,0
Lutsen Mountains,Minnesota,1688,6.716594773520978,1,0.0,1,0,0,1,4,1,8,4.143134726391533,1.0986122886681098,1.0986122886681098,5.976350909297934,5.44673737166631,135.0,4.276666119016055,4.795790545596741,84.0,84.0,127.0,0.0,0
Mount Kato Ski Area,Minnesota,540,5.484796933490655,0,0.0,0,0,5,0,3,2,10,2.995732273553991,1.6094379124341003,0.6931471805599453,4.02535169073515,4.02535169073515,115.0,3.784189633918261,3.9318256327243257,34.0,46.0,120.0,3.9318256327243257,0
Powder Ridge Ski Area,Minnesota,790,5.707110264748875,0,0.0,0,0,1,0,2,3,6,2.772588722239781,1.6094379124341003,0.8892199089667244,4.110873864173311,4.110873864173311,97.0,4.07753744390572,3.828641396489095,36.0,48.0,113.0,4.110873864173311,0
Spirit Mountain,Minnesota,1320,6.55250788703459,0,0.0,0,1,1,2,1,2,7,3.1354942159291497,1.3862943611198906,0.6931471805599453,5.170483995038151,5.170483995038151,100.0,3.828641396489095,4.61512051684126,59.0,59.0,125.0,4.976733742420574,0
Welch Village,Minnesota,1060,5.8888779583328805,0,0.0,0,0,3,1,4,2,10,3.9318256327243257,0.6931471805599453,0.5877866649021191,4.836281906951478,4.836281906951478,114.0,4.007333185232471,3.828641396489095,54.0,60.0,122.0,4.61512051684126,0
Wild Mountain Ski & Snowboard Area,Minnesota,1113,5.707110264748875,0,0.0,0,0,4,0,0,4,8,3.295836866004329,1.6094379124341003,0.6418538861723947,4.61512051684126,4.61512051684126,130.0,3.871201010907891,3.9318256327243257,55.0,55.0,140.0,4.61512051684126,0
Hidden Valley Ski Area,Missouri,2566,5.739792912179234,0,0.0,0,0,2,2,0,3,7,2.8903717578961645,0.0,0.09531017980432493,3.4339872044851463,3.4339872044851463,115.10394265232976,3.6375861597263857,3.295836866004329,49.0,49.0,120.0530035335689,2.8903717578961645,0
Snow Creek,Missouri,1100,5.707110264748875,0,0.0,0,0,0,2,1,2,5,2.70805020110221,1.0986122886681098,0.26236426446749106,3.4339872044851463,3.4339872044851463,69.0,3.5263605246161616,3.044522437723423,37.0,47.0,85.0,3.4339872044851463,0
Big Sky Resort,Montana,11166,8.37816098272068,1,1.0,2,5,3,7,5,12,36,5.762051382780177,2.1972245773362196,1.9459101490553132,8.665785595466064,5.993961427306569,144.0,3.8501476017100584,5.993961427306569,57.91695652173913,47.0,144.0,0.0,3
Blacktail Mountain Ski Area,Montana,6676,7.273092595999522,0,0.0,0,0,0,1,2,1,4,3.332204510175204,0.0,0.5306282510621704,6.90875477931522,0.0,115.10394265232976,3.091042453358316,5.5254529391317835,42.0,42.0,120.0530035335689,0.0,1
Bridger Bowl,Montana,8700,7.8636512654486515,0,0.0,0,0,1,6,1,3,11,4.663439094112067,1.0986122886681098,0.9162907318741551,7.601402334583733,4.61512051684126,122.0,4.174387269895637,5.860786223465865,63.0,63.0,133.0,0.0,1
Discovery Ski Area,Montana,8150,7.7752758464868625,0,0.0,0,0,0,5,2,1,8,4.31748811353631,0.6931471805599453,0.9162907318741551,7.783640596221253,3.258096538021482,116.0,3.8501476017100584,5.420534999272286,49.0,49.0,116.0,0.0,1
Great Divide,Montana,7330,7.365812837209472,0,0.0,0,0,0,0,5,1,6,4.709530201312334,1.9459101490553132,1.3862943611198906,7.3783837129967145,5.017279836814924,94.0,4.3694478524670215,5.198497031265826,48.0,48.0,100.0,4.61512051684126,1
Lost Trail - Powder Mtn,Montana,8200,7.496097345175956,0,0.0,0,0,0,0,5,3,8,4.248495242049359,1.0986122886681098,1.252762968495368,7.496097345175956,0.0,84.0,4.406719247264253,5.786897381366708,46.0,46.0,80.0,0.0,1
Maverick Mountain,Montana,8520,7.611347717403621,0,0.0,0,0,0,0,1,1,2,3.1354942159291497,0.0,0.8329091229351039,5.545177444479562,0.0,115.10394265232976,4.430816798843313,5.081404364984463,39.0,39.0,120.0530035335689,0.0,1
Montana Snowbowl,Montana,7600,7.8636512654486515,0,0.0,0,0,0,0,2,2,4,3.6375861597263857,0.0,0.7884573603642703,6.85751406254539,3.044522437723423,115.10394265232976,4.07753744390572,5.707110264748875,50.0,50.0,120.0530035335689,2.3978952727983707,1
Red Lodge Mountain,Montana,9416,7.783640596221253,0,0.0,0,2,0,1,3,1,7,4.2626798770413155,1.0986122886681098,1.252762968495368,7.400009517162692,6.208590026096629,142.0,4.0943445622221,5.5254529391317835,67.0,67.0,136.0,0.0,1
Showdown Montana,Montana,8200,7.244941546337007,0,0.0,0,0,0,1,2,1,4,3.6109179126442243,0.6931471805599453,1.0296194171811581,6.46302945692067,0.0,86.0,4.430816798843313,5.5254529391317835,47.0,47.0,85.0,0.0,1
Teton Pass Ski Resort,Montana,7200,6.918695219020472,0,0.0,0,0,0,0,1,2,3,3.784189633918261,0.6931471805599453,1.3862943611198906,5.802118375377063,0.0,40.0,4.007333185232471,5.5254529391317835,39.0,39.0,150.0,0.0,1
Whitefish Mountain Resort,Montana,6817,7.763871287820222,0,0.0,0,3,2,6,0,3,14,4.663439094112067,1.6094379124341003,1.4586150226995167,8.006700845440367,6.398594934535208,123.0,4.290459441148391,5.811140992976701,81.0,81.0,123.0,6.398594934535208,1
Diamond Peak,Nevada,8540,7.518064181233078,0,0.0,0,1,2,0,3,1,7,3.4339872044851463,1.3862943611198906,1.252762968495368,6.486160788944089,6.20050917404269,100.0,3.9889840465642745,5.707110264748875,89.0,99.0,122.0,0.0,1
Elko SnoBowl,Nevada,7000,6.55250788703459,0,0.0,0,0,0,0,1,1,2,2.3978952727983707,0.0,0.6931471805599453,4.110873864173311,1.0986122886681098,19.0,3.1780538303479458,3.2188758248682006,20.0,20.0,30.0,0.0,1
Lee Canyon,Nevada,11289,6.7580945044277305,0,0.0,0,0,2,1,0,0,3,3.2188758248682006,0.6931471805599453,0.26236426446749106,5.278114659230517,3.9318256327243257,144.0,4.04305126783455,5.087596335232384,70.0,70.0,150.0,0.0,3
Mt. Rose - Ski Tahoe,Nevada,9700,7.496097345175956,0,0.0,2,0,2,2,0,2,8,4.189654742026425,1.791759469228055,1.252762968495368,7.0909098220799835,5.802118375377063,152.0,4.02535169073515,5.860786223465865,135.0,135.0,150.0,0.0,3
Attitash,New Hampshire,2350,7.467942332285852,0,0.0,0,2,1,3,2,1,9,4.23410650459726,1.3862943611198906,1.3862943611198906,5.7430031878094825,5.484796933490655,115.0,4.007333185232471,4.795790545596741,79.0,89.0,130.0,0.0,0
Black Mountain,New Hampshire,2350,7.00397413672268,0,0.0,0,0,0,1,1,3,5,3.828641396489095,0.0,0.9555114450274363,4.969813299576001,4.795790545596741,110.0,4.442651256490317,4.836281906951478,45.0,59.0,107.0,0.0,0
Bretton Woods,New Hampshire,3100,7.313886831633462,0,0.0,0,4,1,1,0,3,9,4.1588830833596715,1.0986122886681098,1.0986122886681098,6.142037405587356,6.059123195581797,180.0,3.8501476017100584,5.303304908059076,85.0,99.0,180.0,3.828641396489095,2
Cannon Mountain,New Hampshire,4080,7.687538766201629,1,0.0,0,1,2,3,1,3,11,4.584967478670572,1.3862943611198906,1.1939224684724346,5.655991810819852,5.262690188904886,124.0,4.406719247264253,5.081404364984463,79.0,79.0,143.0,0.0,2
Cranmore Mountain Resort,New Hampshire,2000,7.0909098220799835,0,0.0,0,1,1,2,1,2,7,4.060443010546419,1.6094379124341003,0.6931471805599453,5.303304908059076,5.262690188904886,107.0,4.418840607796598,5.017279836814924,57.91695652173913,79.0,128.0,0.0,0
Crotched Mountain,New Hampshire,2066,6.92461239604856,0,0.0,0,1,1,1,1,1,5,3.258096538021482,1.3862943611198906,0.7884573603642703,4.61512051684126,4.61512051684126,105.0,2.833213344056216,4.663439094112067,55.0,69.0,100.0,4.61512051684126,0
Dartmouth Skiway,New Hampshire,1943,6.877296071497429,0,0.0,0,0,1,0,1,2,4,3.367295829986474,0.6931471805599453,0.7419373447293773,4.68213122712422,4.007333185232471,104.0,4.1588830833596715,4.61512051684126,50.0,50.0,105.0,0.0,0
Gunstock,New Hampshire,2300,7.244941546337007,0,0.0,0,1,2,2,0,1,6,4.02535169073515,1.6094379124341003,0.9162907318741551,5.429345628954441,5.176149732573829,106.0,4.418840607796598,4.795790545596741,80.0,92.0,120.0530035335689,4.110873864173311,0
King Pine,New Hampshire,850,5.860786223465865,0,0.0,0,0,0,3,0,3,6,2.8903717578961645,1.0986122886681098,0.26236426446749106,3.8918202981106265,3.828641396489095,105.0,4.060443010546419,4.795790545596741,42.0,58.0,107.0,3.1780538303479458,0
Loon Mountain,New Hampshire,3050,7.650168700845001,1,0.0,0,3,1,1,3,2,11,4.127134385045092,1.9459101490553132,1.252762968495368,5.916202062607435,5.777652323222656,149.0,3.9889840465642745,5.081404364984463,57.91695652173913,58.0,144.0,0.0,2
Mount Sunapee,New Hampshire,2743,7.32052696227274,0,0.0,0,2,1,2,1,4,10,4.204692619390966,1.6094379124341003,0.5877866649021191,5.4510384535657,5.375278407684165,130.0,4.276666119016055,4.61512051684126,83.0,93.0,136.0,0.0,2
Pats Peak,New Hampshire,1460,6.647688373563329,0,0.0,0,0,0,4,2,5,11,3.367295829986474,1.3862943611198906,0.9162907318741551,4.7535901911063645,4.7535901911063645,109.0,4.04305126783455,4.61512051684126,58.0,72.0,112.0,4.543294782270004,0
Ragged Mountain Resort,New Hampshire,2250,7.1316985104669115,0,0.0,1,1,0,1,0,3,6,4.060443010546419,1.3862943611198906,0.5306282510621704,5.5254529391317835,5.303304908059076,115.10394265232976,4.007333185232471,4.61512051684126,74.0,84.0,140.0,0.0,0
Waterville Valley,New Hampshire,4004,7.611347717403621,0,0.0,0,2,0,2,3,4,11,4.143134726391533,1.6094379124341003,1.0647107369924282,5.583496308781699,5.3981627015177525,142.0,4.007333185232471,5.003946305945459,79.0,93.0,142.0,0.0,2
Whaleback Mountain,New Hampshire,1800,6.55250788703459,0,0.0,0,0,0,0,1,3,4,3.4339872044851463,0.6931471805599453,0.6931471805599453,4.454347296253507,4.110873864173311,105.0,4.174387269895637,4.709530201312334,30.0,45.0,105.0,4.02535169073515,0
Wildcat Mountain,New Hampshire,4062,7.655864017616056,0,0.0,0,1,0,3,0,1,5,3.8918202981106265,0.0,1.33500106673234,5.420534999272286,5.303304908059076,156.0,4.127134385045092,5.303304908059076,79.0,89.0,150.0,0.0,2
Campgaw Mountain,New Jersey,726,5.616771097666572,0,0.0,0,0,0,0,2,3,5,2.5649493574615367,0.6931471805599453,0.26236426446749106,3.1780538303479458,3.1780538303479458,80.0,4.07753744390572,3.828641396489095,57.91695652173913,89.0,120.0530035335689,2.70805020110221,0
Mountain Creek Resort,New Jersey,1480,6.947937068614969,1,0.0,0,2,2,1,1,3,10,3.8501476017100584,1.3862943611198906,1.0986122886681098,5.123963979403259,5.123963979403259,90.0,4.007333185232471,4.189654742026425,79.99,79.99,100.0,5.123963979403259,0
Angel Fire Resort,New Mexico,10677,7.639161171659173,0,0.0,0,2,0,0,3,2,7,4.406719247264253,1.3862943611198906,1.3862943611198906,6.329720905522696,5.442417710521793,101.0,3.9889840465642745,5.351858133476067,77.0,77.0,101.0,3.9318256327243257,3
Enchanted Forest Ski Area,New Mexico,10078,5.993961427306569,0,0.0,0,0,0,0,0,0,0,3.5263605246161616,0.0,1.252762968495368,6.398594934535208,0.0,130.0,3.5553480614894135,5.484796933490655,20.0,20.0,140.0,0.0,3
Pajarito Mountain Ski Area,New Mexico,10441,7.252053951852814,0,0.0,0,0,1,1,3,1,6,3.828641396489095,1.0986122886681098,0.47000362924573563,6.621405651764134,3.58351893845611,89.0,4.143134726391533,5.099866427824199,49.0,49.0,117.0,0.0,3
Red River,New Mexico,10350,7.3783837129967145,0,0.0,0,0,1,3,1,2,7,4.1588830833596715,1.3862943611198906,1.252762968495368,5.3471075307174685,0.0,110.0,4.110873864173311,5.3706380281276624,79.0,79.0,120.0530035335689,0.0,3
Sandia Peak,New Mexico,10378,7.438971592395862,0,0.0,0,0,0,0,4,1,5,3.6888794541139363,0.6931471805599453,1.0986122886681098,5.303304908059076,3.4339872044851463,32.0,4.418840607796598,4.61512051684126,55.0,55.0,38.0,0.0,3
Sipapu Ski Resort,New Mexico,9255,6.962243464266207,0,0.0,0,0,1,2,0,3,6,3.7612001156935624,1.6094379124341003,0.4054651081081644,5.303304908059076,4.948759890378168,127.0,4.219507705176107,5.25227342804663,47.0,47.0,143.0,0.0,1
Ski Apache,New Mexico,11500,7.550135342488429,1,0.0,0,0,2,6,0,2,11,4.02535169073515,1.3862943611198906,1.0986122886681098,6.621405651764134,5.602118820879701,133.0,4.07753744390572,5.225746673713202,74.0,74.0,124.0,0.0,3
Ski Santa Fe,New Mexico,12075,7.453561871643373,0,0.0,0,0,1,2,2,2,7,4.430816798843313,0.6931471805599453,1.3862943611198906,6.493753839851686,5.62040086571715,107.0,4.30406509320417,5.420534999272286,80.0,80.0,130.0,0.0,3
Taos Ski Valley,New Mexico,12481,8.096208271650037,1,0.0,0,1,3,4,1,4,14,4.718498871295094,0.6931471805599453,1.791759469228055,7.166265974133638,6.473890696352274,137.0,4.174387269895637,5.707110264748875,110.0,110.0,136.0,0.0,3
Belleayre,New York,3429,7.247792581767846,1,0.0,0,1,1,1,2,2,8,3.9318256327243257,1.0986122886681098,1.1631508098056809,5.170483995038151,5.1298987149230735,154.0,4.2626798770413155,4.875197323201151,60.0,72.0,150.0,0.0,2
Brantling Ski Slopes,New York,850,5.5254529391317835,0,0.0,0,0,0,0,0,5,5,2.3978952727983707,0.0,0.09531017980432493,3.044522437723423,2.833213344056216,115.10394265232976,2.995732273553991,4.709530201312334,32.0,32.0,120.0530035335689,0.0,0
Bristol Mountain,New York,2200,7.0909098220799835,0,0.0,0,2,1,1,1,1,6,3.5553480614894135,1.3862943611198906,1.0986122886681098,5.081404364984463,5.003946305945459,129.0,4.02535169073515,4.110873864173311,65.0,76.0,129.0,5.043425116919247,0
Buffalo Ski Club Ski Area,New York,3429,6.2166061010848646,0,0.0,0,0,0,0,2,4,6,3.784189633918261,0.6931471805599453,0.8892199089667244,5.420534999272286,5.017279836814924,115.10394265232976,2.5649493574615367,4.110873864173311,35.0,50.0,120.0530035335689,4.61512051684126,2
Catamount,New York,2000,6.90875477931522,0,0.0,0,0,1,1,2,3,7,3.6109179126442243,1.791759469228055,1.0986122886681098,4.897839799950911,4.875197323201151,100.0,4.394449154672439,4.6913478822291435,38.0,69.0,90.0,4.02535169073515,0
Dry Hill Ski Area,New York,950,5.707110264748875,0,0.0,0,0,0,0,1,2,3,2.0794415416798357,0.6931471805599453,0.1823215567939546,3.58351893845611,3.295836866004329,115.10394265232976,4.02535169073515,4.836281906951478,57.91695652173913,35.0,120.0530035335689,3.295836866004329,0
Gore Mountain,New York,3600,7.839131648274333,1,0.0,0,2,2,3,2,4,14,4.709530201312334,2.0794415416798357,1.7047480922384253,6.0867747269123065,5.82600010738045,142.0,4.02535169073515,5.017279836814924,80.0,88.0,120.0530035335689,2.772588722239781,2
Greek Peak,New York,2100,6.859614903654202,0,0.0,0,0,1,1,4,2,8,4.04305126783455,1.6094379124341003,0.9162907318741551,5.3981627015177525,5.220355825078324,110.0,4.143134726391533,4.812184355372417,49.0,63.2,113.0,5.170483995038151,0
Holiday Mountain,New York,1550,5.993961427306569,0,0.0,0,0,1,0,1,2,4,2.302585092994046,0.0,0.3364722366212129,3.6375861597263857,3.6375861597263857,75.0,4.110873864173311,3.9318256327243257,27.0,42.0,85.0,3.6375861597263857,0
Holiday Valley,New York,2250,6.621405651764134,0,0.0,0,3,8,0,0,2,13,4.110873864173311,1.791759469228055,0.6931471805599453,5.673323267171493,5.58724865840025,116.0,4.143134726391533,5.198497031265826,65.0,78.0,129.0,5.247024072160486,0
Holimont Ski Area,New York,2260,6.55250788703459,0,0.0,0,1,1,2,3,1,8,3.9889840465642745,1.3862943611198906,0.9162907318741551,4.912654885736052,4.912654885736052,110.0,4.060443010546419,5.198497031265826,62.0,75.0,119.0,0.0,0
Hunt Hollow Ski Club,New York,2030,6.716594773520978,0,0.0,0,0,0,1,1,1,3,2.995732273553991,0.6931471805599453,0.6931471805599453,5.993961427306569,5.993961427306569,115.10394265232976,3.970291913552122,4.875197323201151,48.0,58.0,75.0,5.993961427306569,0
Hunter Mountain,New York,3200,7.3783837129967145,0,0.0,2,1,2,2,2,4,13,4.219507705176107,1.6094379124341003,1.0986122886681098,5.771441123130016,5.771441123130016,148.0,4.0943445622221,4.795790545596741,79.0,89.0,155.0,0.0,2
Kissing Bridge,New York,1700,6.311734809152915,0,0.0,0,0,2,1,4,3,10,3.6888794541139363,1.791759469228055,0.4054651081081644,6.55250788703459,6.311734809152915,103.0,4.0943445622221,4.795790545596741,40.0,60.0,100.0,6.478509642208569,0
Labrador Mt.,New York,1825,6.55250788703459,0,0.0,0,0,0,1,2,1,4,3.1780538303479458,0.6931471805599453,0.6931471805599453,5.5254529391317835,5.472270673671475,115.10394265232976,4.143134726391533,4.836281906951478,59.0,59.0,100.0,5.198497031265826,0
Maple Ski Ridge,New York,1200,6.111467339502679,0,0.0,0,0,0,1,1,1,3,2.3978952727983707,0.0,0.26236426446749106,3.258096538021482,3.258096538021482,115.10394265232976,4.060443010546419,4.836281906951478,26.0,38.0,120.0530035335689,3.044522437723423,0
McCauley Mountain Ski Center,New York,2250,6.452048954437226,0,0.0,0,0,0,0,1,4,5,3.1780538303479458,0.6931471805599453,0.26236426446749106,4.2626798770413155,4.02535169073515,105.0,4.127134385045092,5.303304908059076,20.0,30.0,105.0,0.0,0
Mount Peter Ski Area,New York,1250,6.111467339502679,0,0.0,0,0,1,0,2,2,5,2.70805020110221,0.6931471805599453,0.6931471805599453,4.248495242049359,4.248495242049359,100.0,4.430816798843313,3.9318256327243257,35.0,54.0,100.0,4.248495242049359,0
Oak Mountain,New York,2400,6.478509642208569,0,0.0,0,0,1,0,0,3,4,3.1354942159291497,0.6931471805599453,0.7884573603642703,3.8501476017100584,2.9444389791664403,115.10394265232976,4.276666119016055,4.795790545596741,40.0,40.0,120.0530035335689,2.5649493574615367,0
Peek'n Peak,New York,1800,5.993961427306569,0,0.0,0,0,0,8,0,2,10,3.332204510175204,1.6094379124341003,1.2237754316221157,4.709530201312334,4.709530201312334,110.0,4.02535169073515,5.420534999272286,49.0,63.0,120.0530035335689,4.709530201312334,0
Plattekill Mountain,New York,3500,7.00397413672268,0,0.0,0,0,0,1,1,2,4,3.6635616461296463,0.6931471805599453,1.0986122886681098,4.709530201312334,4.330733340286331,65.0,3.295836866004329,5.170483995038151,50.0,67.0,65.0,0.0,2
Royal Mountain Ski Area,New York,1800,6.311734809152915,0,0.0,0,0,0,0,3,0,3,2.70805020110221,0.0,0.26236426446749106,3.58351893845611,3.367295829986474,115.10394265232976,4.1588830833596715,4.51085950651685,45.0,45.0,120.0530035335689,0.0,0
Snow Ridge,New York,2000,6.478509642208569,0,0.0,0,0,0,0,4,2,6,3.091042453358316,1.0986122886681098,0.5877866649021191,4.875197323201151,4.189654742026425,73.0,4.31748811353631,5.442417710521793,38.0,48.0,100.0,3.713572066704308,0
Song Mountain,New York,1940,6.55250788703459,0,0.0,0,0,0,1,1,3,5,3.2188758248682006,0.0,0.3364722366212129,4.543294782270004,4.2626798770413155,90.0,4.02535169073515,4.836281906951478,59.0,59.0,122.0,4.2626798770413155,0
Swain,New York,1970,6.478509642208569,0,0.0,0,0,3,0,1,1,5,3.58351893845611,1.3862943611198906,0.6931471805599453,4.875197323201151,4.51085950651685,102.0,4.290459441148391,4.795790545596741,49.0,59.0,100.0,4.394449154672439,0
Thunder Ridge,New York,1270,6.2166061010848646,0,0.0,0,0,0,1,2,3,6,3.4339872044851463,0.0,0.3364722366212129,4.61512051684126,4.61512051684126,121.0,4.110873864173311,4.795790545596741,57.91695652173913,57.0,121.0,4.61512051684126,0
Titus Mountain,New York,2025,7.0909098220799835,0,0.0,0,0,0,2,6,2,10,3.9318256327243257,1.3862943611198906,1.0986122886681098,5.303304908059076,5.017279836814924,101.0,4.0943445622221,5.017279836814924,39.0,49.0,100.0,4.2626798770413155,0
Toggenburg Mountain,New York,2000,6.55250788703459,0,0.0,0,0,0,1,1,3,5,3.1354942159291497,1.0986122886681098,0.3364722366212129,4.454347296253507,0.0,115.10394265232976,4.204692619390966,4.875197323201151,55.0,55.0,122.0,4.30406509320417,0
West Mountain,New York,1470,6.918695219020472,0,0.0,0,0,0,1,2,2,5,3.4011973816621555,0.6931471805599453,0.47000362924573563,4.8283137373023015,4.663439094112067,115.10394265232976,4.07753744390572,4.394449154672439,49.0,59.0,120.0,4.663439094112067,0
